nif,name,originial-address,merged-address,address-count,zip-code,city,form,cae-code,active-2016,active-2015,active-2014,active-2013,active-2012,active-2012-2016
511156766,"FRANCESCO VALENTINI & SAVINO ASSOCIADOS - SERVIÇOS DE CONSULTORIA INTERNACIONAL, COMERCIAL E CONTABILIDADE LDA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,,,LDA,69200,0,0,0,0,0,0
511247036,"FUSKOS - SGPS, SOCIEDADE UNIPESSOAL, LDA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,UNI,64202,0,1,1,0,1,3
511248245,GAIZKA - SERVIÇOS DE TRANSPORTE MARÍTIMO LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115 - 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,0,0
513334688,"GAIZKA-SERVIÇOS DE TRANSPORTE MARÍTIMO, LDA",Rua da Carreira N. 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,50200,1,1,0,0,0,2
511165153,GAVESIDE - TRADING E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),"Rua da Carrira, N. 115 e 117",Avenida Arriaga 73 115 e 117,189,,,LDA,,0,0,0,0,0,0
513335382,"GAVESIDE - TRADING E INVESTIMENTOS, LDA",Rua da Carreira N. 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,70220,1,1,0,0,0,2
511186053,"GIENNEGIEMME - GESTÃO E PARTICIPAÇÕES, SGPS LDA (ZONA FRANCA DA MADEIRA )",R da Carreira 115/ 117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SGPS,64202,0,0,1,0,0,1
511248130,GIGHEN - CONSULTADORIA ECONÓMICA E COMERCIAL S.A. (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SA,,0,0,0,1,0,1
513335374,"GIGHEN - CONSULTORIA E INVESTIMENTOS, LDA",Rua da Carreira N. 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,70220,1,1,0,0,0,2
511164459,GOLDEN BETTHI - TRADING E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,69200,0,0,1,0,1,2
511165242,GOLDEN CHIO - TRADING E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),R da Carreira 115-117,Avenida Arriaga 73 115 e 117,189,9000-047,Funchal,LDA,46900,0,0,0,1,0,1
513336729,"GOLDEN MORE - CONSULTORIA E INVESTIMENTOS, LDA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,70220,0,1,0,0,0,1
511165315,GOLDEN MORE - TRADING E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),Rua da Carreira 115-117,Avenida Arriaga 73 115 e 117,189,9000-047,Funchal,LDA,,0,0,0,0,0,0
511165374,GOLDEN STRATES - TRADING E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),Rua da Carreira 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,0,0
511115598,GROTTO INTERNATIONAL - COMÉRCIO INTERNACIONAL E CONSULTORIA ECONÓMICA LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,1,1
511164580,GYNEPRAY - TRADING E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-047,Funchal,LDA,69200,0,0,1,0,0,1
511163720,HAMARANTHO - TRADING E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),"R da Carreira, 115 e 117",Avenida Arriaga 73 115 e 117,189,,Funchal,LDA,,0,0,0,1,0,1
511243472,HAMKARA - MARKETING E SERVIÇOS DE CONSULTADORIA FINANCEIRA LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,70220,0,0,1,0,0,1
511120052,"IDAHO - CONSULTADORIA E SERVIÇOS, SOCIEDADE UNIPESSOAL, LDA","Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,UNI,69200,0,0,1,0,0,1
511134657,IMPROVEMENTS - SERVIÇOS DE CONSULTORIA COMERCIAL LDA,Rua da Carreira 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,70220,0,0,1,1,0,2
511127286,IRAKLÍON - CONSULTADORIA ECONÓMICA E COMERCIAL S.A. (ZONA FRANCA DA MADEIRA),R da Carreira 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SA,70220,0,0,0,1,1,2
511186240,ISKENDERUN ? MARKETING E SERVIÇOS DE CONSULTADORIA FINANCEIRA LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115 e 117, 9000-042 Funchal",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,77290,0,0,0,0,1,1
511249101,"JUBRIS - ENGENHARIA, CONSULTORIA, CONSTRUÇÃO, S.A. (ZONA FRANCA DA MADEIRA)","Rua da Carreira, N 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SA,62010,0,0,1,0,0,1
511172133,KALIZMA - SERVIÇOS DE CONSULTORIA LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, N. 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-047,Funchal,LDA,82990,0,0,1,0,0,1
511163738,KEA STAF - TRADING E INVESTIMENTOS LDA ( ZONA FRANCA DA MADEIRA ),"Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,82990,0,0,1,0,0,1
511166591,KIDECRANE - TRANSPORTES MARÍTIMOS LDA (ZONA FRANCA DA MADEIRA),Rua da Carreira N. 115-117,Avenida Arriaga 73 115 e 117,189,9000-047,Funchal,LDA,50200,0,1,0,0,0,1
511109695,KIMBLE INVESTIMENTOS E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, N. 115/ 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,70220,0,0,0,1,0,1
511153520,"KJT - ENGENHARIA, MATERIAIS E SERVIÇOS PARA A INDÚSTRIA ENERGÉTICA LDA",Rua da Carreira N. 115/ 117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,71120,0,0,1,1,1,3
511162030,"KYLA CHARTER - TRANSPORTES MARÍTIMOS, LDA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, N. 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,50101,0,0,0,0,1,1
511186223,LAGOONY - MARKETING E SERVIÇOS DE CONSULTADORIA FINANCEIRA LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, N. 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,70220,0,0,0,1,0,1
511185634,LAKARINA - MARKETING E SERVIÇOS DE CONSULTADORIA COMERCIAL LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, N. 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,1,1
511164890,LAPISLAZZULO - TRADING E INVESTIMENTOS LDA - EM LIQUIDAÇÃO (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,70220,0,1,1,0,0,2
511164807,LATEBIOSAS ? ACTIVIDADES ARTÍSTICAS E DE ESPECTÁCULO LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115 e 117, 9000-042 Funchal",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,46900,0,0,0,0,1,1
511169418,LEADER AIRWAYS - COMPANHIA DE NAVEGAÇÃO AÉREA S.A. ( ZONA FRANCA DA MADEIRA ),"Rua da Carreira, N. 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SA,,0,0,0,0,0,0
511163746,LEHITI - TRADING E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),Rua da Carreira N. 115 e 117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,46900,0,0,0,0,1,1
511138075,"LENASNET - MARKETING, SERVIÇOS DE PROMOÇÃO TURÍSTICA E PUBLICIDADE S.A",R da Carreira 115/ 117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SA,70220,1,0,0,0,0,1
511189400,LION VENTURA - TRUSTEE - SERVIÇOS DE CONSULTADORIA E INVESTIMENTOS S.A. (ZONA FRANCA DA MADEIRA),R da Carreira 115-117,Avenida Arriaga 73 115 e 117,189,,,SA,,0,0,0,0,0,0
511165730,"LOG SERVICE - TRANSPORTES MARÍTIMOS, SOCIEDADE UNIPESSOAL LDA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,UNI,,0,0,0,0,0,0
511164211,"LOGCONVERSION - TRANSPORTES MARÍTIMOS, LDA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,50200,1,0,1,0,0,2
511280513,"M CORPORATE ASSISTANCE, UNIPESSOAL LDA (ZONA FRANCA DA MADEIRA)","Avenida Arriaga, N. 73, 1. , Sala 115,  Edifício Marina Club",Avenida Arriaga 73 115 e 117,189,,Funchal,UNI,,0,0,0,0,0,0
511100116,MADEIRA E PAINÉIS LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,46130,0,0,0,0,1,1
511185758,MADWINSOR - MARKETING E SERVIÇOS DE CONSULTADORIA COMERCIAL LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, N. 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-045,Funchal,LDA,70220,0,0,1,0,0,1
511164831,MADZAMBRA - TRADING E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115/ 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,68100,0,0,0,0,0,0
511181736,MARKETPLAN - CONSULTORIA E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),Rua da Carreira 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,46900,0,0,0,0,1,1
511089627,"MARSAU OVERSEAS, SOCIEDADE UNIPESSOAL LDA (ZONA FRANCA DA MADEIRA)","Zona Franca de Montevideo, Rua 8, Km 17.500, Prédio 100, Local 115 A, Montevideo",Avenida Arriaga 73 115 e 117,189,,Uruguai,UNI,,0,0,0,0,0,0
513335587,"MIRINMAR - SERVIÇOS DE TRANSPORTE MARÍTIMO, LDA","Rua da Carreira, N. S 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,50200,1,1,0,0,0,2
511113714,MIRINMAR - SERVIÇOS MARÍTIMOS LDA (ZONA FRANCA DA MADEIRA),Rua da Carreira 115/ 117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,0,0
511164882,MIRTILLO - TRADING E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, N. 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,0,0
511165188,MORE BLUE - TRADING E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,70220,0,0,1,0,0,1
511248164,MULINELLO - CONSULTADORIA ECONÓMICA E COMERCIAL S.A. (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SA,,0,0,0,0,1,1
511236751,"NATORIX - INVESTIMENTOS, MARKETING, SOCIEDADE UNIPESSOAL LDA (ZONA FRANCA DA MADEIRA)",Rua da Carreira 115 - 117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,UNI,70220,0,0,0,1,0,1
513335633,"NAVSTAR - CONSULTORIA E INVESTIMENTOS , LDA","Rua da Carreira, N. 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,70220,1,1,0,0,0,2
511149093,NAVSTAR - SERVIÇOS INTERNACIONAIS DE FRETE DE AÉREOS LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, N. 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,0,0
511249071,NAYTHE - CONSULTORIA E COMÉRCIO ELECTRÓNICO LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,62010,0,0,0,0,1,1
511189435,NEGOTRUST ? TRUSTEE SERVIÇOS DE CONSULTADORIA E INVESTIMENTOS S.A. (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115 e 117, 9000-042 Funchal",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SA,70220,0,0,0,0,1,1
510746861,NICAGE - SERVIÇOS DE CONSULTADORIA COMERCIAL LDA - EM LIQUIDAÇÃO (ZONA FRANCA DA MADEIRA),"Rua da Carreira, N. S 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,69200,0,1,0,1,0,2
511185987,NIGONDA - MARKETING E SERVIÇOS DE CONSULTADORIA COMERCIAL LDA,"Rua da Carreira, N. 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,0,0
511251653,NORSCHIF - TRANSPORTES E SERVIÇOS MARÍTIMOS LDA( ZONA FRANCA DA MADEIRA ),"Rua da Carreira, N. 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,46494,1,1,0,0,1,3
511185774,"NOVA SHIP INVEST, UNIPESSOAL LDA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,UNI,64202,1,1,0,0,1,3
513336575,"OKULELE - CONSULTORIA E INVESTIMENTOS, LDA","Rua da Carreira, N. 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,70220,1,1,0,0,0,2
511244509,OKULELE - SERVIÇOS DE CONSULTORIA ECONÓMICA E COMERCIAL LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115 - 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,70220,0,0,0,0,1,1
511244479,OLMO - CONSULTORIA ECONÓMICA E COMERCIAL LDA (ZONA FRANCA DA MADEIRA),R da Carreira 115 - 117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,0,0
511151799,ONDABLUNA - SERVIÇOS DE TRANSPORTE MARÍTIMOS LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,50102,0,0,1,0,0,1
511185596,ORADELMY - MARKETING E SERVIÇOS DE CONSULTADORIA COMERCIAL LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, N. 115-117",Avenida Arriaga 73 115 e 117,189,9000-047,Funchal,LDA,70220,0,0,1,0,0,1
511097336,OTUNO - CONSULTADORIA E MARKETING (SOCIEDADE UNIPESSOAL) LDA,Rua da Carreira 115 - 117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,UNI,70220,1,0,0,0,0,1
513862242,"PARAELIOS - COMPRA E VENDA DE IMÓVEIS E EXPLORAÇÃO HOTELEIRA , S.A. (ZONA FRANCA DA MADEIRA)","Rua da Carreira, N. 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SA,68100,1,0,0,0,0,1
511146000,PARAELIOS - CONSULTADORIA E SERVIÇOS LDA - EM LIQUIDAÇÃO (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-047,Funchal,LDA,,0,0,0,0,1,1
511240937,"PEANAFLOR - SERVIÇOS, MARKETING E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, N. 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,69200,0,0,1,0,1,2
511165218,PERFECT DAY - TRADING E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,1,1
511163789,PISTYLLO - TRADING E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,69200,0,0,1,0,0,1
511186088,PLAYIKES - MARKETING E SERVIÇOS DE CONSULTADORIA FINANCEIRA LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, N. 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,0,0
511151500,PONENTINO - SERVIÇOS DE TRANSPORTE MARÍTIMOS LDA (ZONA FRANCA DA MADEIRA),R da Carreira 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,0,0
511160542,PORELGA - COMÉCIO E CONSULTORIA S.A. (ZONA FRANCA DA MADEIRA),R da Carreira 115/ 117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SA,,0,0,0,0,1,1
511132832,PRIL-TRUSTEE - SERVIÇOS DE CONSULTADORIA E INVESTIMENTOS S.A. (ZONA FRANCA DA MADEIRA),R da Carreira 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SA,70220,0,0,1,0,0,1
511185669,PRINTHALIME - MARKETING E SERVIÇOS DE CONSULTADORIA COMERCIAL LDA (ZONA FRANCA DA MADEIRA),"R da Carreira, 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,69200,0,0,0,0,1,1
511186215,PRISPARKY - MARKETING E SERVIÇOS DE CONSULTADORIA FINANCEIRA LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, N. 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,70220,0,0,0,0,1,1
511189451,PRO FAMILIA-TRUSTEE - SERVIÇOS DE CONSULTADORIA E INVESTIMENTOS S.A. (ZONA FRANCA DA MADEIRA),"Rua da Carreira, N. 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SA,70220,1,0,0,0,0,1
511186266,"QUILVEST MANAGEMENT MADEIRA - SGPS, LDA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, N. 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SGPS,70220,0,0,0,0,1,1
511248920,"QUILVEST PRIVATE EQUITY MADEIRA - SGPS, LDA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SGPS,,0,0,0,0,0,0
511244460,RADION - CONSULTORIA ECONÓMICA E COMERCIAL LDA,"Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,,Funchal,LDA,,0,0,0,0,0,0
511085257,"RAMOLA - TRADING, GESTÃO E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,,,LDA,,0,0,0,0,0,0
511164858,REALGERIA - SERVIÇOS DE CONSULTORIA E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),R da Carreira 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,0,0
511164548,RESORT MANAGEMENT INTERNATIONAL MADEIRA - TRADING E GESTÃO DE PACOTES TURÍSTICOS LDA (ZONA FRANCA DA MADEIRA),Rua da Carreira N 115 - 117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,69200,0,0,1,0,0,1
513335625,"RIZOZEN - TRADING E INVESTIMENTOS, LDA","Rua da Carreira, N. 115 - 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,70220,1,1,0,0,0,2
513328971,"ROTAFORTUNAE - TRUSTEE-SERVIÇOS DE TRUST E DE GESTÃO FIDUCIÁRIA, SOCIEDADE UNIPESSOAL S.A. (ZONA FRANCA DA MADEIRA)","Rua da Carreira, N. S 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,UNI,70220,0,1,0,0,0,1
511085680,"SAGGIO - COMÉRCIO E CONSULTADORIA, SOCIEDADE UNIPESSOAL LDA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, N. 115-117",Avenida Arriaga 73 115 e 117,189,,,UNI,,0,0,0,0,0,0
511185847,"SAMHAGATA - MARKETING E SERVIÇOS DE CONSULTADORIA COMERCIAL - SOCIEDADE UNIPESSOAL, S.A. (ZONA FRANCA DA MADEIRA)","Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,,Funchal,UNI,70220,0,0,0,1,1,2
511236727,"SCARABYO - INVESTIMENTOS, MARKETING LDA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, N. 115 e 117",Avenida Arriaga 73 115 e 117,189,,Funchal,LDA,,0,0,0,0,0,0
511236735,"SCARAMUCHE - INVESTIMENTOS, MARKETING, SOCIEDADE UNIPESSOAL LDA (ZONA FRANCA DA MADEIRA)",Rua da Carreira 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,UNI,,0,0,0,1,0,1
510944698,"SEA WARRIOR - SERVIÇOS DE TRANSPORTE MARÍTIMO, UNIPESSOAL LDA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, N. S 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,UNI,50200,0,0,1,0,0,1
511186231,SEJABEY - MARKETING E SERVIÇOS DE CONSULTADORIA FINANCEIRA LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, N 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,0,0
511246374,"SERVICES VISMANAGEMENT INTERNATIONAL, UNIPESSOAL LDA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,UNI,70220,0,0,0,0,1,1
511098367,"SERVICIOS Y PRESTACIONES TECHINT FUNCHAL - SERVIÇOS, COMÉRCIO E GESTÃO DE PROJECTOS LDA (ZONA FRANCA DA MADEIRA)",R Carreira N 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,1,1
511151802,SHADEY - MARKETING E CONSULTORIA ECONÓMICA E COMERCIAL LDA (ZONA FRANCA DA MADEIRA),Rua da Carreira 115/ 117-S.pedro,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,0,0
511186010,SHAMROCK - MARKETING E SERVIÇOS DE CONSULTADORIA COMERCIAL LDA (ZONA FRANCA DA MADEIRA),Rua da Carreira 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,70220,0,0,0,1,0,1
511164599,SHANAZEE - TRADING E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),Rua da Carreira N. 115 e 117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,1,0,1
511152043,"SIDER NAVI INTERNATIONAL, SOCIEDADE UNIPESSOAL LDA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, N. 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,UNI,50200,0,1,0,0,1,2
511185766,SILFOTAR - MARKETING E SERVIÇOS DE CONSULTADORIA COMERCIAL LDA (ZONA FRANCA DA MADEIRA),"R da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,0,0
511248288,"SLITTOK - GESTÃO E PARTICIPAÇÕES, SGPS LDA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SGPS,,0,0,0,0,0,0
511185952,SLYWOOLF - MARKETING E SERVIÇOS DE CONSULTADORIA COMERCIAL LDA (ZONA FRANCA DA MADEIRA),R da Carreira 115 - 117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,1,1
511248229,"SNEEZEY - GESTÃO E PARTICIPAÇÕES, SGPS SA (ZONA FRANCA DA MADEIRA)","Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SGPS,,0,0,0,0,0,0
511185650,SOLARIELY - MARKETING E SERVIÇOS DE CONSULTADORIA COMERCIAL LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, N. 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,1,0,1
511189664,SOLOTRUST-TRUSTEE - SERVIÇOS DE CONSULTADORIA E INVESTIMENTOS S.A. (ZONA FRANCA DA MADEIRA),R da Carreira 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SA,,0,0,0,0,0,0
511248946,SOLUZIONI - ACTIVIDADES ARTÍSTICAS E DE ESPECTÁCULO S.A. (ZONA FRANCA DA MADEIRA),"Rua da Carreira, N. 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SA,61900,0,0,0,0,1,1
511186207,SONHEVIS - MARKETING E SERVIÇOS DE CONSULTADORIA COMERCIAL LDA (ZONA FRANCA DA MADEIRA),"Rua da Carreira, N. 115 e 117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,0,0
511162375,SONTAX - SERVIÇOS INTERNACIONAIS DE RECURSOS HUMANOS (EMPRESA DE TRABALHO TEMPORÁRIO) LDA (ZONA FRANCA DA MADEIRA),R da Carreira 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,,0,0,0,0,1,1
511119623,SONTAX - TRADING E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),R da Carreira 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,69200,0,0,1,0,0,1
511172460,SONTAX-TRUSTEE - SERVIÇOS DE CONSULTORIA E INVESTIMENTO S.A. (ZONA FRANCA DA MADEIRA),R da Carreira 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SA,70220,0,0,0,0,0,0
511148020,SOVEAR - SERVIÇOS DE CONSULTADORIA E MARKETING LDA - EM LIQUIDAÇÃO (ZONA FRANCA DA MADEIRA),"Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,LDA,70220,1,0,0,0,1,2
511246366,"SPARKION - INVESTIMENTOS MOBILIÁRIOS E CONSULTORIA, SOCIEDADE UNIPESSOAL LDA","Rua da Carreira, 115-117",Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,UNI,70220,0,0,0,0,1,1
511164467,SPEKOS PARK - TRADING E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),R da Carreira N 115-117,Avenida Arriaga 73 115 e 117,189,,Funchal,LDA,,0,0,0,0,0,0
511146280,STAILXON - CONSULTORIA ECONÓMICA E COMERCIAL S.A. - EM LIQUIDAÇÃO (ZONA FRANCA DA MADEIRA),Rua da Carreira 115-117,Avenida Arriaga 73 115 e 117,189,9000-042,Funchal,SA,70220,0,0,0,0,1,1
